,restaurant_name,organisasjonsnummer,avg_rating,rating,text,relative_time_description,author_name
701,Baker Hansen,927097184,4.2,4.0,"Friendly and helpful staff. Carrot cake was moist, dense, and delicious - the whipped cream cheese icing provided a delightful contrast, with just the right amount of sweetness.

Sadly, not much indoor seating with current distancing rules. But I'm sure the outdoor seating is much enjoyed in the warmer months.",a year ago,Liv Axelson
702,Baker Hansen,927097184,4.2,5.0,Busy place. Nice for coffe and wonderful kanelbulle (Cinnamon Roll).,a year ago,Vildan Ramusovic
703,Baker Hansen,927097184,4.2,5.0,Good sweets and bread for a snack or to take away.,2 years ago,dennis blum
704,Baker Hansen,927097184,4.2,4.0,"Perfect
This place is appreciated by my parents. They love it. It is really amazing restaurant. Perfect meat and salads, friendly staff and special atmosphere.",4 years ago,Henry Andersen
705,Aroma Bekkestua,998850584,4.6,5.0,"The very best Indian food I’ve ever had! My cousins took us here and I really like Indian cuisine. Not only that but as my cousin stated we had a Dustin Hoffman look alike waiter obviously Indian. Service was absolutely perfect, right on time, didn’t wait for dishes to be cleared as they were observing and quick. The price I thought was deserving of the ambiance, service and food preparation, presentation and taste. The menu was not overwhelming but also took in some of the countries specialty fish as a dish I.e. steinbit. I will absolutely go back to Oslo and visit here again.",6 months ago,Amy Janel Haaseth-Massey (AJ)
706,Aroma Bekkestua,998850584,4.6,5.0,"My favorite Indian restaurant 🥰

Nicest staff ever, professional service, delicious food, relaxing atmosphere.

Have been to Aroma many times and every time had the same good experience.",3 months ago,Nima Tahvili
707,Aroma Bekkestua,998850584,4.6,1.0,Every dish is made in same sauce. Overly priced for the quality and quantity,a month ago,Rashmi Rajarao
708,Aroma Bekkestua,998850584,4.6,5.0,"Great indian cuisine, super filling and tasty. We can almost say that is our spot for such type food and we love to come back there from Sandvika and Oslo.",10 months ago,Piotr Pomorski
709,Aroma Bekkestua,998850584,4.6,2.0,Too slow service but tue food is ok,a month ago,Lhyms
710,Ekte Istanbul Kebab avd Grønland,994893890,4.0,4.0,"Named Oslo's best kebab in 2019 by Aftenposten. Serves various Turkish dishes. I have eaten here a few times. Each time I am very satisfied. That ""unique"" Turkish taste is delicious. Very busy at lunchtime. Nice staff. Recommended.",a year ago,Mattis Linstad
711,Ekte Istanbul Kebab avd Grønland,994893890,4.0,2.0,"The kebab meat was fine, but the rest of the plate was a disappointment. Dried up vegetables, overcooked bulgur, tasteless sauce. Also, ridiculously overpriced! Service was also subpar. There are plenty of better restaurants nearby, I suggest to try those.",2 weeks ago,Thomas
712,Ekte Istanbul Kebab avd Grønland,994893890,4.0,5.0,Great service and food. Hospitality and kindness from their personal made me feel happy to select with patience my meal. :3,a month ago,Jose Alberto Guerrero Cruz
713,Ekte Istanbul Kebab avd Grønland,994893890,4.0,4.0,"Reasonable price, went with friends. We had a quick lunch, so we ordered fish and mixed grill. The chicken skew was tender and juicy. Grilled fish is nice and tasted good.",4 years ago,جک دایی
714,Ekte Istanbul Kebab avd Grønland,994893890,4.0,3.0,have tried dinner for at least 5-6 times. Very pricy. Tastes good. they have reduced their portions recently i think. Used to be good amount of serving before.,3 months ago,binte farooq
715,Bacalao til Folket,828410822,4.9,5.0,"Really really really tasty! The fish is good, fresh and crunchy when is fried! I just love the food I eat, I will come back for sure! The Garlic Mayo is incredibile! The owner is likeable, a very nice and friendly person! ❤️ Ciao ciao from Italia!!!",10 months ago,Danilo Sciorilli
716,Bacalao til Folket,828410822,4.9,5.0,"So good bacalao. Great taste and plenty fish in the dish. Love that you can order a small portion as well. The staff is super friendly and service minded. I learned about the traditions and history of bacalao in Norway from the manager🤩 I’m coming back to this place, for sure!",4 months ago,Lone Lossius
717,Bacalao til Folket,828410822,4.9,5.0,"Fabulous food! We had the bacalao tapas plate so we could try several items. Also the fish and chips. Although everything was fantastic,  the Bolinhos were my favorite.  Who would guess that Nordic sted cod and potatoes would make such a light and delicious fried ball of love! I highly recommend this place. Also, grab a nicely paired white wine from the bar next door.",a month ago,Rico 911
718,Bacalao til Folket,828410822,4.9,5.0,Friendly staff and great taste. One of the better stalls we tried in Barcode Street Food.,7 months ago,Bel
719,Bacalao til Folket,828410822,4.9,5.0,"As a British ex-pat. It's hard to find good replacement for fish and chips. But why replace it when you can visit here and get a large portion of beautifully cooked chips, great fish and very tasty tartar sauce? All served with a smile from the chef. I definitely recommend this",9 months ago,Andy Green
720,Villa Paradiso Frogner,913404912,4.1,5.0,Nice crowded restaurant and the atmosphere was superb on Wed night. Pizza and spaghetti is marvellous. Will definitely return again if I am nearby.,4 months ago,Vincent Khoo
721,Villa Paradiso Frogner,913404912,4.1,3.0,"Interesting Christmas pasta, a bit overpriced. Many wine options, pleasant atmosphere.

Lunch Sunday, not busy",2 months ago,Rosina Ivanova
722,Villa Paradiso Frogner,913404912,4.1,5.0,I really like the linguinis. The pasta was al dente. The mussels were very well cook and tender. The sauce had adquired the seafood flavour perfectly. It costs around 24€. For european standards it was very expensive. But probably normal upper high price in Norway.,8 months ago,Ignacio Gonzalez
723,Villa Paradiso Frogner,913404912,4.1,4.0,"Food was a five. The pizzas were delicious- some of the best Neapolitan style we’ve had anywhere. Service was very slow (reason for the 4) but friendly. All in all we enjoyed it immensely. It’s a welcoming, cosy spot.",4 months ago,Christian Johansen
724,Villa Paradiso Frogner,913404912,4.1,5.0,"We were there for my son's nameday. The staff was great and kind, they also gave my son a small surprise... 💞
We will definitely visit this place again!",3 months ago,Anastasia Balaska
725,Baker Hansen Frogner,988862983,4.3,3.0,Delicious cake but expensive,a year ago,Jyoti Singh
726,Baker Hansen Frogner,988862983,4.3,5.0,"Nice playlist, would be nice if the could have more avantgardejazz in the playlist!:)",a year ago,Karl Induss
727,Baker Hansen Frogner,988862983,4.3,5.0,Staff work hard to keep this place nice and good and coffee great,2 years ago,Claire Edmunds
728,Baker Hansen Frogner,988862983,4.3,4.0,Very good quality bread and croissants. Friendly shop personnel.,3 years ago,Sanjay Mukhopadhyay
729,Baker Hansen Frogner,988862983,4.3,4.0,Delcious breads and sweets. Serving coffee.,3 years ago,Sally N
730,Møllefossen cafe,926362577,4.4,4.0,Well situated on bank of Lysaker river  this very attractive Mollefossen Cafe for Tourists getting Beautiful Glimpse of Waterfall sitting here on Table sipping coffee .... & so the locals ..... Lysaker River surface Frozen give picturesque view,a year ago,ROMESH CHITRA
731,Møllefossen cafe,926362577,4.4,4.0,"Very nice cafe right at the river surrounded by office building. It was much nicer before they started the construction site for the metro to Fornebu. In summer weekly concerts, right now an interesting Foto exhibition of three female artists featuring women and the
nearby river. Definetly worth a visit when you are in the neighborhood.",4 months ago,Kon
732,Møllefossen cafe,926362577,4.4,5.0,"We stumbled upon this simply fabulous cafe and couldn’t have been more pleased! It is well looked after and quite picturesque. The coffee is on pointe and the treats are great, too. We will definitely be back!!",7 months ago,Erika Astarita
733,Møllefossen cafe,926362577,4.4,3.0,The selection of beer was poor: only 2 pilsners. The food was limited to some small ham and cheese snacks.,2 months ago,Artemy Orekhov
734,Møllefossen cafe,926362577,4.4,5.0,"A great add to the area!
Delicious pastries and coffee.
Also a great and modern decoration.",a year ago,Canal do Marconi
735,Smalhans,996664600,4.3,3.0,"The decor is nice and the tables are well spaced. The Italian server was great, very friendly and explained quite well although we were only given 1 menu and he was back within 1 minute to see if we had decided. We were 4 of us. I felt a little rushed. We had the Smalhans and all the food was very tasty. However the pasta was very over cooked and all stuck together which was a pity because the taste was delicious. The sheep and the white fish were very good. Also we had 1 gluten free person in the group which they accommodated but for the gluten free dish, they gave 2 dishes with the same amount so 1 person who was not gluten free also had to eat gluten free. I  felt for the price we paid, the portions could have been slightly bigger. The other servers spoke in very low voices when they served the different dishes so it was very hard to hear what they were saying since the place was full and quite noisy. I expected more but looking at the recent reviews, they are not great either so maybe this place is not what it used to be. I won’t be coming back in a hurry. I forgot to take photos. This was the dessert.",4 months ago,Elaine Said
736,Smalhans,996664600,4.3,5.0,"Went in for lunch- not a lot menu options and they had an American pancake for desert, so I wasn’t sure what to expect. We got the pork dish and OMG- it was amazing. The pork was tender and salty in all the best ways. The broth was magic. The bed of grains and pesto added flavor while the pine nuts gave it a little bit of texture. Best entree I’ve had!",5 months ago,K Samana
737,Smalhans,996664600,4.3,1.0,"The first time I came here, it was wonderful. Great food and a unique experience; I truly felt it was one of the best restaurants in Oslo. However I came again last week and it suddenly became the worst meal for the price that I've had. Slow service (though the waitress was very kind and of course it's not her fault), unusual wine pairings, and worst of all, an utter lack of flavour in the food. We literally had to ask for salt to give it some taste, and we normally under-salt our food. Along with that, the fish was was chewy and slightly overcooked, the vegetables were very woody and I had to pull strings of fiber out of my mouth because they couldn't be broken down. I appreciate a good mix of cuisines, but starting off with a makeshift tostada paired with cured meats, then moving to woody vegetables in a bland broth paired with overcooked fish on pieces of salad in bland broth, then overcooked bland fish with capers and zero other flavour, then onto an Asian style meat with bok choy; I mean it was just a strange combination and the paired meals did not complement eachother.

The only decent thing about the meal was the dessert, which was a brownie that could have been made from a Toro package and nobody would have known the difference.

Overall, a huge disappointment compared to the great first experience I had here. For the price I paid and the utterly underwhelming food I received, I don't plan on returning.",10 months ago,Sharon
738,Smalhans,996664600,4.3,2.0,"Surprised in a negative way!

- We ordered 2 “full menus” including 7 courses
- All courses (including the main course) were brought in a single plate for us to share. Many of them felt like they were meant for 1-1,5 person. To give an example: The duck appetizer was only 1 brochette for 2 people - so we questioned if we only ordered one, would it have been the half?!
- Total 7 courses menu took 3 hours : not because we ate too slow, but we waited tooo long in between the courses. Even the cheese plate took more than 20mins to arrive!
The family in the next table had to leave before desert (even though they paid for it).
It seemed like a problem in the kitchen, since there were 4 people to serve - which seemed quite enough for the restaurant.
- We drank a wine definitely overpriced for its quality !! We paid the same price for a much better bottle just one day before in another restaurant !!

Overall: Smalhans is overpriced for the service and portions it offers.

When you read the comments, it is clear that there is an inconsistency between the days visited - we believe we selected a ‘bad’ day to visit..",6 months ago,Elif
739,Smalhans,996664600,4.3,5.0,"The staff here is super friendly and do a great job. Erling, Sigurd, and Eric really took care of me. Being a tourist I wanted typical Norwegian dishes. The Rømmegrøt was phenomenal. Had a really good creamy but salty balance with the Fried Lamb sprinkled on top. Getting to try the gløgg was also awesome. Come here for a balance of typical local foods and even better service.",2 months ago,Brandon Ynayan
740,Café Tekehtopa,977501369,3.9,5.0,"Definitely one of my new favorite restaurants in Oslo for a formal lunch. Great, fast and professional service. Good classic Italian dishes at a good price.
Give this bistro five out of five starts.",5 months ago,Ed Zilla
741,Café Tekehtopa,977501369,3.9,5.0,"Tekehtopa is by far one of my favorite restaurants in Oslo.  I get the dagens risotto every time and it never disappoints, though the chanterelle is my favorite!  The homemade bread is some of the best I've ever tasted, and the wines are great as well.  Super friendly service, cozy atmosphere, and a lovely outdoor patio.  Highly recommend!",3 months ago,Jackie Baertschi
742,Café Tekehtopa,977501369,3.9,3.0,"Initially I was not impressed with the decoration: but dark for my taste, too warm, interior a bit “tired”. The staff was welcoming and service minded.
Food came pretty quickly. Focaccia offered is a bit “crusty” but tasty.
Main course was tasty.
Overall a OK restaurant for a relaxing night out with friends.",5 years ago,Georgios Teriakidis
743,Café Tekehtopa,977501369,3.9,4.0,"Very nice venue, good atmosphere and good service. We had the four course meal. The apetisers (assorted) were excellent and the pasta (ravioli con porcini) was delicious. The Main course (a veal dish, but can't remember what it was)  was ok, but the meat was Kind of chewy and stringy. The dessert (poached pear) was nice. I only had beer, so don't know about thw wine, but my girlfriend liked it.",3 months ago,Odin Stavheim Aasen
744,Café Tekehtopa,977501369,3.9,5.0,"Love this place!
Food is amazing, the vibe and interior nice and I like the acoustic. It is a busy place but at the same time peaceful and easy to hear what the people around your table is saying. I bring clients here pretty often. So perfect for client lunches",7 months ago,Malin Karlsson
745,Scandic Oslo City,979668732,3.9,4.0,"For that price you can expect a bit higher standard, it was far below regular Scandic even in superior room. Breakfast is a benchmark Scandic is known for and it wasn’t a disappointment. Overall good, but some deep cleaning and used furniture replacement is needed soon",4 months ago,Michal Albrychowicz
746,Scandic Oslo City,979668732,3.9,3.0,"So I'm giving the 2 stars only for the breakfast buffet that was fantastic and the super friendly service!!!!!!!!!
The 2 stars that I'm NOT giving are because of the CLEANING aspect!!!!!!! The toilet was not cleaned good i would even say it was just like surface wise cleaned! As if someone came and changed the towels and filled up the soap and put some toilet paper and wiped the surfaces!!! The walls looked like they haven't been cleaned in a while (one can feel something sticky like a rough surface of the wall that is supposed to be smooth ) same with the mirrors! Maybe the administration should start inspecting random rooms to make should that the people cleaning are doing an honest job!
I felt like i paid money to sit in a room that I'm not sure I can trust is clean.",3 months ago,Mariam Abu Khamdi-Stava
747,Scandic Oslo City,979668732,3.9,4.0,"Rooms and bathroom are small (OK, bathroom is tiny) and the room amenities are pretty basic but the location is excellent, and there are many food, drinking and shopping options within walking distance. Breakfast spread is quite extensive.",3 months ago,Caroline Malee
748,Scandic Oslo City,979668732,3.9,2.0,First time I left a hotel. Roof in room was waterdamaged. Water in bathtub. + many more minuses.....   Got my money back. Wait until they have renovated.,2 months ago,Simticer
749,Scandic Oslo City,979668732,3.9,3.0,"Hotel in convenient, central location across from Oslo’s main train station. Area is busy at all times of day.  Hotel is somewhat worn and dated.  Not all rooms are the same. We had booked a “superior room” .Initially, we received a room on the fourth floor without air conditioning and only one window which could not be opened. Even in August, it was very hot and stuffy.  Staff was very helpful in securing an alternative room, much more spacious, wooden floors and windows that could be opened to regulate temperature. However, the area is very busy at most times of the day or night, open windows comes at a price…. Breakfast was a good size buffet, not the best we have seen in Norway, but very satisfactory.",6 months ago,Dierk Ullrich
750,Steam kaffebar,916583516,3.9,5.0,"Wonderful coffee, reasonably priced, ordered the Brazil blend. Friendly staff and cozy environment.",2 months ago,Catherine Pedersen
751,Steam kaffebar,916583516,3.9,5.0,"They make a great iced latte. Bold coffee flavor. Friendly staff. Comfortable spot to sit a minute, and water with lemon for guests.",7 months ago,Laura Berry
752,Steam kaffebar,916583516,3.9,5.0,"You don't get better coffee in Oslo, it is really that simple. Pick up beans from Lippe while you are there!",4 months ago,Steinar Eliassen
753,Steam kaffebar,916583516,3.9,5.0,"Oslo way of serving hot chocolate
👩🏻 from powder or syrup?
... syrup
👩🏻 Belgian chocolate or regular?
... Belgian!
👩🏻 Dark chocolate or mix?
...mix would be great
👩🏻 Any cream with it?
...No
👩🏻 Large or small
...lllarge
👩🏻 Take away cup nor you will sit here
...😕 Can I have my hot chocolate",5 years ago,Tejas Damania
754,Steam kaffebar,916583516,3.9,1.0,Pre-made sandwiches from the fridge at a very expensive price…,3 months ago,Christoffer Steenbeck
755,Lofthus Samvirkelag,917380864,4.3,2.0,"This used to be a good place, but it’s gone downhill. Reasons:
- The pizza isn’t what it used to be. The dough has changed and this has a huge impact on taste and texture.
- The prices are outrageous compared to Norwegian salaries. You’re better off living and eating in a different European city.
- The wine portions are minuscule and the price is close to what you’d pay for a whole bottle at a pizza place in Frankfurt of a Münich.

Overall - it’s just okay, but not worth it. They are saving money and this is impacting the quality. We’ve been coming here for years, but I think this was the last time. Try Vesuvio Pizza for a better quality/price parity.",3 months ago,Pavel
756,Lofthus Samvirkelag,917380864,4.3,4.0,"Good pizza, but nothing too special. The children pizza is sufficient if you’re not that hungry.",11 months ago,Verena Eileen Schlott
757,Lofthus Samvirkelag,917380864,4.3,4.0,"Love the terrace and interior design, also it's nice there is a gallery inside. Good coffee, average pizza, service sometimes can be slow. But it's still a very nice place to chill with a drink or work on a laptop. Also the park is just in front of the terrace, that gives it a special vibe.

I would give it a five star but you can find a better pizza 😁🍕",2 years ago,S L
758,Lofthus Samvirkelag,917380864,4.3,1.0,"Really bad pizza compared to other places of this network (it was my favorite network - what a disappointment!). Maybe bad chef? Dry, empty, it seemed that pizza was not fresh. Rude staff, no feedback when I told my reaction. Awful service, the waiter even didn’t give a check.",6 months ago,Yana Sychova
759,Lofthus Samvirkelag,917380864,4.3,2.0,"RUDE STAFF BEYOND COMPREHENSION. I have never left a review in my life for a restaurant so I'm doing this hoping that the management would read it and fix whatever needs to be fixed. the pizza served here is really good. definitely above average dough and creative menu. the service however is disgustingly below average. I arrived with a friend and sat outside around 15:50. I walked inside and asked the waiter very politely if she could plz come and get our order. the answer was ""what ! no!!' 'go to the cashier and order there' I felt stupid as if I have never been to a restaurant in my life before and I don't know how this usually work. I sucked that up and walked to the cashier. now it's 15:52. I asked if I could order 2 pizzas. the answer was ""no you can't order now, come back at 16:00"" my jew dropped. I replied to that ""may I place an order and you can start making the pizza after 16:00?"" guess the answer, it was a hard NO
I feel it is really sad that the bakery workers produce such an excellent pizza while the Frontline workers present such a low attitude.
I felt completely disrespected and I came back in what was 5 min and made an order. just bcz my friend who was sitting outside with me came from a different city and I had promised him to try a good pizza. NEVER AGAIN",8 months ago,Alex Alnablsi
760,Lysebu,873357312,4.6,5.0,"I was totally caught off guard by the exquisite service and beautiful venues. The bed was amazing to sleep in. They have lounges with coffee machines for guests to enjoy and of course the wellness area is clean, big and safe with locks in the locker room. The main focus is the staff though. They have been so helpful and nice that i feel like some kind of royal person. This is my new favorite place to stay for a weekend of relaxation and walking out in nature.",9 months ago,Khan Hoang Dieu Nguyen
761,Lysebu,873357312,4.6,5.0,"We stumbled upon this wonderful place while searching for a last-minute stay in Oslo - and we loved it. It's very quiet & peaceful, beauty sleep guaranted :)",6 months ago,Romina
762,Lysebu,873357312,4.6,5.0,"Retreat
Hotel lysebu

The hotel is located on a quiet part of the mountain. It is cool here and even though you have not got a wide view on the Oslofjord, the view is still very beautiful.

The hotel consists of several buildings and has a very special feel. There is a lot of art in the buildings, as well as a grand piano. I think the hotel is excellent for private parties, like weddings. The most becoming however is the silence (even though a small group of people were a bit loud in the common room, as well as their baby).

The staircase in our building (to be fair, we had an upgrade to a more luxurious room) is made of concrete and smelled and felt like the concrete monastery of Le Corbusier. It had a bit of a ‘70’s vibe, in a good way, so it gave me a nice sentiment as well. The whole place felt like a nice retreat, excellent for meditation.

The swimming pool is worth mentioning. It is not a depressing smelly tub, but quite big with nice (smelling) and spacious dressing rooms. There is the sauna as well, also very nice. The gym is in that area as well. All included for guests. No fuzz with codes or keys.

Also worth mentioning is that the whole place is littered with quite excellent coffee machines Nespresso (the nice ones) or the WMF machines with beans. There is also quite a collection of tea available. There are nice common rooms to gather with your group. Our (pretty big) room had a nice couch, so we kept it private.

Also worth mentioning: the best breakfast buffet in Norway. There is a lot of choice, but also a lot of fresh and very tasty fruit. Even the orange juice (normally from a machine) tasted as if it was made from oranges. All standard things were there but also honey from the grate, special bread, knäckebröd, fish, vegetables, yoghurt etc. Not the standard stuff, but the good stuff and plenty of it.

Personnel is also very nice and shows a lot of interest. I love that, it means you care, even if it’s just about your business.

And they care. The hotel is in excellent condition, clean, well taken care of and very nicely designed. I loved the art. Need to mention that twice. It’s not cheap, but it’s the best and nice to be able to give them a full five stars (first time ever; I’m quite critical). They earn it in every way.

We will certainly return to the lovely Oslo, maybe even just for this beautiful hotel.",6 months ago,Bob P
763,Lysebu,873357312,4.6,5.0,"For us one of the best hotels we have been to lately and the best we experienced in Norway. We got a large room with an exit to the back, where we could take the dog out. Pets are welcome. Parking is provided with plenty of parking slots free of charge. A big plus for us was the chance to park the car and then take the metro #1 into the Oslo center. The walk from the hotel takes 10min to the Metro station and the metro itself takes 30min to reach the center. Another big plus was the great breakfast. Every article has a clear description for allergies, gluten content etc. Each day was so relaxing, because it is so quiet and you are in the middle of nature. I can highly recommend staying here.",7 months ago,Marc Staples
764,Lysebu,873357312,4.6,4.0,"We've been at Lysebu two times, because we love to be close to both the nature and the city. The hotel is cozy and we like the interior design. The breakfast is excellent with homemade jams and honey from their own bees.
However, we were frustrated about several things that shouldn't occur in a 5 star hotel. It was not possible to get a cappuccino for at least 2.5 days, the water for making a tea was not hot, the quality of the dinner is vastly exaggerated and the service is unimpressive. The room was not very clean, the showers need maintanance, and there was not enough toilet paper and no telephone in the room to ask the reception for new supplies.
What was really annoying was that guests are allowed to smoke on their balconies. And if you came here to take a deep breath of fresh air through your open door and windows, it's really no good idea...",5 months ago,Iris Ehlert (Wandsbek)
765,Kryddern,928415546,4.1,3.0,"Good food and friendly staff. But they did not listen when it I asked them not to include a specific spice that my friend was unable to eat, which soured the whole experience.",2 weeks ago,Vilde Haugen Kristiansen
766,Kryddern,928415546,4.1,5.0,"Excellent food! All of the vegetarian dishes are amazing, the mint sauce is really good and their nan is one of my favorites along with the mango lassi. The service is also amazing, I asked very nicely for some paneer to be added to my meal and they did without any extra cost! Will be ordering from here a lot in the future.",a week ago,Marte Svanemyr
767,Kryddern,928415546,4.1,3.0,Quite decent Indian. Nothing special about it but nothing to complain about either. You get what you expect.,6 months ago,Lewolfy
768,Kryddern,928415546,4.1,4.0,"Very good curry and rice, but the peswari naan was so beyond sweet that I actually had to throw it away. And I hate to throw away food, but I couldn't eat it. I almost always order peswari naan, but this one took the cake…or was the cake! They had even put on such colorful Indian fennel candy, just to ""top"" it all off. This one really needs to be improved. Otherwise, everything else was fantastic and fast delivery😊",5 months ago,Maria-Lujza Zavodny
769,Kryddern,928415546,4.1,5.0,The first time I ordered food from the spice via Foodora. I ordered chilli chicken which tasted very good🙌🏼 Recommend trying at Krydderen at least once. My only suggestion is that naan bread should be on the menu since you pay a little over or around NOK 250. Hoping that this will be considered otherwise good food👌🏼,5 months ago,Usman Fida
770,Beladi restaurant As,917477000,3.8,3.0,The overall points in my opinion is 3 stars. You can seen some points and give less and consider some points and give more realy depends what you expect. The food is good but the restaurant is not very clean. They have middle Eastern food and fresh baked bread.,6 months ago,Arsalan
771,Beladi restaurant As,917477000,3.8,3.0,"I really like the place , as a INDIAN and desi i was missing the chai but the qehwa/chai  they serve was truly delicious. The best part you can fill your cup as many time you want ..",a month ago,asif khan
772,Beladi restaurant As,917477000,3.8,5.0,Very nice and cozy budget restaurant with good quality food and friendly staff. You can find verity of Middle Eastern/Turkish dishes. A very delicious lentil soup as appetizer and black tea is offered free of charge.,4 years ago,Reza Ghiasvand
773,Beladi restaurant As,917477000,3.8,5.0,"Great value, delicious food and fresh bread. We had kebabs and Qozi, both were delicious. The bean stew was also tasty!",5 months ago,Ina K
774,Beladi restaurant As,917477000,3.8,5.0,"The biryani is the amazing value is Norway. For the flexitarians, the slow cooked lamb shank us truly fantastic.",a year ago,Milan Berens
775,Bamboo -Sagene,914233429,4.2,5.0,"Prices are just about the same as most at average of 120-250 but happy hour deals are great. Food taste is great thanks to quality ingredients and traditional style cooking done just enough (not over cooked or over seasoned). Thai coconut curry was delicious and so was the salmon 🍣 sushi 🍱 rolls. Friendly customer service and family business vibe. A lot of take out, while I sat, waited, then ate in, lots of delivery drives came through and then some sit down customers also. They’re doing it right.",6 months ago,Aranjuez Artists
776,Bamboo -Sagene,914233429,4.2,1.0,"I order pha thai on foodora, it took over 1.5h to delivery, and the taste of not pha thai at all!",2 months ago,MR Freepanda Q
777,Bamboo -Sagene,914233429,4.2,5.0,"Great sushi and Thai to affordable prices, big portions 👏👍 One of our most popular Asian food restaurants in Oslo.",5 years ago,Per Tore Molvær (p2molvaer)
778,Bamboo -Sagene,914233429,4.2,3.0,"Great food. Have ordered here several times. But it's hard to enjoy the tasty sauces when there's only knife and fork, but no spoon with the takeaway... Thai dishes are best enjoyed with fork and spoon... 🥄",a year ago,Stian Clementsen
779,Bamboo -Sagene,914233429,4.2,5.0,"Really nice and cozy place. The food is fantastic, and the price is good. The people who work here are really friendly and helpful.",4 years ago,Harald Verpe
780,LilleAger - restaurant,927218666,2.9,5.0,"Cozy restaurant, very good food. A real (hidden) gem.. will be back for more.",a year ago,Andrè Ingar Sørensen
781,LilleAger - restaurant,927218666,2.9,3.0,"staff they are not doing their job, service very bad, the food is okay",8 months ago,Emanuel Kim
782,LilleAger - restaurant,927218666,2.9,5.0,Ok,11 months ago,Oskars Deicmanis
783,LilleAger - restaurant,927218666,2.9,1.0,"Tried calling to book a table for two days. No answer to be had. 😟Sent an email. No response to the e-mails either. 🥴 The food okay enough, but when you order something with arugula and get it without. Without them telling so. 🥴Burger was missing some garnish to get that little extra. For dessert, how about decorating with some fresh berries or mint leaves. This was very tame. Not tempted to go there again. Miss the guys at Kaktus. When they ran it, it was always packed with customers. There were 6 of us there tonight. Pleasant waiter this evening who apologized that they did not have access to e-mail nor the ability to call back missed calls.",2 months ago,thora kollenborg
784,LilleAger - restaurant,927218666,2.9,2.0,"Nice location, but it stops there. Was going to order a three-course meal, but they didn't have the starter or the dessert. Ended up with a main course, which I asked if it was big enough, but it turned out to be small. Didn't taste particularly good either.",6 months ago,Harald Verpe
785,New Winny Kebab,927143313,4.8,5.0,"I never write reviews but this place deserves only the best review possible! I've been to Germany, and this is way better than any kebab I've ever had! Originally coming from the States, I came here just by chance because it was the only place open at 10:30pm on a Sunday. But this was probably one of the best decisions I've made for food in a while! I got the mix of lamb and beef kebab and it came loaded with a huge portion of meat (suitable for my American tastes), sauces, vegetables. I also don't speak any Norwegian (I'm visiting), but they pretended they didn't speak English in the beginning.  We had a good laugh. The workers were so funny and I'll definitely be coming back whenever I'm in Oslo again!",7 months ago,Lawrence Whitfield
786,New Winny Kebab,927143313,4.8,5.0,Best kebab in Oslo!! Super service and the food is amazing tbh. Aaand they have the biggest variety of exclusive drinks i have seen in Oslo,a week ago,Agenda 11
787,New Winny Kebab,927143313,4.8,4.0,"Nice kebab with good quality ingredients. I tried the chicken kebab in the pita and I will try it again, but too much sauce for my taste",a month ago,Ludovica Scalco
788,New Winny Kebab,927143313,4.8,5.0,It was neat and clean. Food was also good.,6 months ago,N
789,New Winny Kebab,927143313,4.8,5.0,"Best kebab in town, these guys deliver the same high quality kebab each time u visit👌🏻",a month ago,Huzaifa Ahsan
790,New Winny Kebab,822871992,4.8,5.0,"I never write reviews but this place deserves only the best review possible! I've been to Germany, and this is way better than any kebab I've ever had! Originally coming from the States, I came here just by chance because it was the only place open at 10:30pm on a Sunday. But this was probably one of the best decisions I've made for food in a while! I got the mix of lamb and beef kebab and it came loaded with a huge portion of meat (suitable for my American tastes), sauces, vegetables. I also don't speak any Norwegian (I'm visiting), but they pretended they didn't speak English in the beginning.  We had a good laugh. The workers were so funny and I'll definitely be coming back whenever I'm in Oslo again!",7 months ago,Lawrence Whitfield
791,New Winny Kebab,822871992,4.8,5.0,Best kebab in Oslo!! Super service and the food is amazing tbh. Aaand they have the biggest variety of exclusive drinks i have seen in Oslo,a week ago,Agenda 11
792,New Winny Kebab,822871992,4.8,4.0,"Nice kebab with good quality ingredients. I tried the chicken kebab in the pita and I will try it again, but too much sauce for my taste",a month ago,Ludovica Scalco
793,New Winny Kebab,822871992,4.8,5.0,It was neat and clean. Food was also good.,6 months ago,N
794,New Winny Kebab,822871992,4.8,5.0,"Best kebab in town, these guys deliver the same high quality kebab each time u visit👌🏻",a month ago,Huzaifa Ahsan
795,Stortorvets Gjæstgiveri,994799932,3.9,3.0,"One of the oldest and most popular meeting points in Oslo. Food and service is not impressive but ok. Especially if you visit in holiday times like Xmas, even you have reservation you have to wait in long cue, possibly you can’t get in on reservation time. Planning is quite bad in those kind of days and generally it’s because of overbooking.",a month ago,bulut büküm (Bulutune)
796,Stortorvets Gjæstgiveri,994799932,3.9,1.0,"Truly a bad experience all the way.
Charge 8Euros for coat hanging service altough there are coat hangers near the tables.
Main dish - traditional lamb bone leg was awful, nothing special.",2 months ago,Sergiu State
