organisasjonsnummer,navn,registreringsdatoEnhetsregisteret,registrertIMvaregisteret,antallAnsatte,overordnetEnhet,oppstartsdato,organisasjonsform_kode,organisasjonsform_beskrivelse,organisasjonsform__links_self_href,naeringskode1_beskrivelse,naeringskode1_kode,beliggenhetsadresse_land,beliggenhetsadresse_landkode,beliggenhetsadresse_postnummer,beliggenhetsadresse_poststed,beliggenhetsadresse_adresse,beliggenhetsadresse_kommune,beliggenhetsadresse_kommunenummer,links_self_href,links_overordnetEnhet_href,hjemmeside,datoEierskifte
922178372,PIR,2019-02-07,False,11.0,922141541,2019-01-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av barer ellers,56.309,Norge,NO,0257,OSLO,['Wessels gate 2'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/922178372,https://data.brreg.no/enhetsregisteret/api/enheter/922141541,,
916824416,YOUNGS AS,2016-03-01,False,52.0,916787790,2016-03-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0181,OSLO,['Youngstorget 3'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/916824416,https://data.brreg.no/enhetsregisteret/api/enheter/916787790,,
925042846,PRINSDAL PIZZA GHAFOOR,2020-05-07,False,3.0,924930608,2020-04-10,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av gatekjøkken,56.102,Norge,NO,1263,OSLO,['Nedre Prinsdals vei 76'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/925042846,https://data.brreg.no/enhetsregisteret/api/enheter/924930608,,
923889191,NAWAB NORGE AS,2019-11-25,False,7.0,923843779,2019-11-18,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,1051,OSLO,['Trygve Lies plass 1'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/923889191,https://data.brreg.no/enhetsregisteret/api/enheter/923843779,,
927868091,CAFÉ PASSABEL AS,2021-10-05,False,2.0,927836467,2022-03-25,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0657,OSLO,['Vålerenggata 13'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/927868091,https://data.brreg.no/enhetsregisteret/api/enheter/927836467,,
920951600,CASSO AS,2018-06-06,False,18.0,923139583,2018-04-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0553,OSLO,"['v/Khushi Indian Cuisine', 'Seilduksgata 5C']",OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/920951600,https://data.brreg.no/enhetsregisteret/api/enheter/923139583,,2019-08-01
972001198,PAPA SIGOLO RESTAURANT AS,1995-02-22,False,40.0,959136513,1983-04-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0160,OSLO,['Fridtjof Nansens plass 5'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/972001198,https://data.brreg.no/enhetsregisteret/api/enheter/959136513,,
984384939,TEKNO KAFE AS,2002-04-06,False,26.0,991009272,2002-04-04,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0491,OSLO,['Kjelsåsveien 143'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/984384939,https://data.brreg.no/enhetsregisteret/api/enheter/991009272,,2007-05-15
997495381,WU RESTAURANT BISLETT AS,2011-10-22,False,11.0,997470907,2011-10-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0159,OSLO,"[""Rosenkrantz' gate 11""]",OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/997495381,https://data.brreg.no/enhetsregisteret/api/enheter/997470907,,
918325964,SKATTEN OSLO,2017-01-06,False,20.0,918290710,2016-12-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av puber,56.301,Norge,NO,0653,OSLO,['Hagegata 22'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/918325964,https://data.brreg.no/enhetsregisteret/api/enheter/918290710,,
919228660,GOOD FOOD OSLO AS,2017-07-03,False,7.0,919146133,2017-08-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,1387,ASKER,['Seljestien 30'],ASKER,3025,https://data.brreg.no/enhetsregisteret/api/underenheter/919228660,https://data.brreg.no/enhetsregisteret/api/enheter/919146133,,
986674098,SUSHI EXPRESS AS,2004-03-13,False,3.0,987558601,2004-03-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0350,OSLO,['Parkveien 6'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/986674098,https://data.brreg.no/enhetsregisteret/api/enheter/987558601,,2005-01-15
991298177,BAKER HANSEN HASLE TORG,2007-05-26,False,17.0,816850592,2007-05-08,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Butikkhandel med bakervarer og konditorvarer,47.241,Norge,NO,0579,OSLO,['Grenseveien 50'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/991298177,https://data.brreg.no/enhetsregisteret/api/enheter/816850592,,2016-04-01
976372387,RUDSKOGEN MOTORSENTER AS AVD OSLO,1996-05-09,False,61.0,979372817,1996-08-30,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av fornøyelses- og temaparker,93.210,Norge,NO,0667,OSLO,['Smalvollveien 34'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/976372387,https://data.brreg.no/enhetsregisteret/api/enheter/979372817,,2015-03-10
913892240,D. COFFEE AS AVD SKØYEN,2014-07-14,False,11.0,998656206,2014-08-26,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0278,OSLO,['Karenslyst allé 11'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/913892240,https://data.brreg.no/enhetsregisteret/api/enheter/998656206,,
922170843,GRAINS FROGNER AS,2019-02-06,False,9.0,922139032,2019-01-18,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0257,OSLO,['Niels Juels gate 33B'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/922170843,https://data.brreg.no/enhetsregisteret/api/enheter/922139032,,
998908825,BJØRNDAL PIZZA HOUSE AS,2012-10-02,False,0.0,998786940,2012-09-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av gatekjøkken,56.102,Norge,NO,1275,OSLO,['Granbergstubben 16'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/998908825,https://data.brreg.no/enhetsregisteret/api/enheter/998786940,,
912476561,MESH YOUNGSTORGET AS,2013-09-21,False,32.0,812467832,2013-09-12,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Annen teknisk konsulentvirksomhet,71.129,Norge,NO,0179,OSLO,['Møllergata 8'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/912476561,https://data.brreg.no/enhetsregisteret/api/enheter/812467832,,
926161482,TREKANTEN OSLO AS,2020-12-11,False,31.0,926119354,2020-01-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0165,OSLO,['Pilestredet 24'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/926161482,https://data.brreg.no/enhetsregisteret/api/enheter/926119354,,
973116061,PEPPES PIZZA AVD 24 STORTINGSGATEN,1995-02-22,False,65.0,984388659,1983-01-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0158,OSLO,['Stortingsgata 4'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/973116061,https://data.brreg.no/enhetsregisteret/api/enheter/984388659,,2002-05-01
996493172,SCANDIC VULKAN,2011-01-31,False,44.0,953149117,2011-01-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,"Drift av hoteller, pensjonater og moteller med restaurant",55.101,Norge,NO,0178,OSLO,['Maridalsveien 13'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/996493172,https://data.brreg.no/enhetsregisteret/api/enheter/953149117,,
927097184,BAKER HANSEN VIKA,2021-05-10,False,19.0,927069911,2021-06-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Butikkhandel med bakervarer og konditorvarer,47.241,Norge,NO,0251,OSLO,['Ruseløkkveien 3'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/927097184,https://data.brreg.no/enhetsregisteret/api/enheter/927069911,,
998850584,BENNY'S AROMA AS,2012-09-18,False,5.0,926629352,2012-10-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,1152,OSLO,['Oberst Rodes vei 46A'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/998850584,https://data.brreg.no/enhetsregisteret/api/enheter/926629352,,2021-02-01
994893890,NYE ISTANBUL KEBAB & BAKERI AVD GRØNLAND AS,2009-12-14,False,40.0,912517187,2009-12-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0188,OSLO,['Grønland 14'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/994893890,https://data.brreg.no/enhetsregisteret/api/enheter/912517187,,2014-01-01
828410822,BACALAO TIL FOLKET BARCODE,2021-12-20,False,18.0,928327973,2022-02-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av gatekjøkken,56.102,Norge,NO,0191,OSLO,['Dronning Eufemias gate 12'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/828410822,https://data.brreg.no/enhetsregisteret/api/enheter/928327973,,
913404912,VILLA VEST AS,2014-03-22,False,31.0,913289870,2014-10-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0255,OSLO,['Sommerrogata 17'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/913404912,https://data.brreg.no/enhetsregisteret/api/enheter/913289870,,
988862983,BAKER HANSEN FROGNER,2005-11-03,False,12.0,992064641,2005-05-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Butikkhandel med bakervarer og konditorvarer,47.241,Norge,NO,0257,OSLO,['Skovveien 8'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/988862983,https://data.brreg.no/enhetsregisteret/api/enheter/992064641,bakerhansen.no,2020-07-01
926362577,MØLLEFOSSEN CAFE AS,2021-01-11,False,33.0,926329820,2020-12-14,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0283,OSLO,['Lilleakerveien 2E'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/926362577,https://data.brreg.no/enhetsregisteret/api/enheter/926329820,,
996664600,SMALHANS,2011-03-07,False,23.0,915992749,2011-02-17,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0171,OSLO,['Ullevålsveien 41'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/996664600,https://data.brreg.no/enhetsregisteret/api/enheter/915992749,www.smalhans.no,2016-02-23
977501369,CAFE TEKEHTOPA AS,1997-05-05,False,31.0,977498201,1997-06-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0165,OSLO,['St. Olavs plass 2'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/977501369,https://data.brreg.no/enhetsregisteret/api/enheter/977498201,,
979668732,SCANDIC OSLO CITY,1998-03-04,False,42.0,953149117,1998-03-11,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,"Drift av hoteller, pensjonater og moteller med restaurant",55.101,Norge,NO,0154,OSLO,['Europarådets plass 1'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/979668732,https://data.brreg.no/enhetsregisteret/api/enheter/953149117,,2015-11-01
916583516,KAFFEHUSET STEAM AS AVD ØSTBANEHALLEN,2016-01-19,False,29.0,986859586,2015-02-05,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av barer ellers,56.309,Norge,NO,0154,OSLO,['Jernbanetorget 1'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/916583516,https://data.brreg.no/enhetsregisteret/api/enheter/986859586,,
917380864,LOFTHUS SAMVIRKELAG L/L AVD WERGELANDSVEIEN,2016-06-27,False,0.0,913975944,2016-08-20,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0167,OSLO,['Wergelandsveien 17'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/917380864,https://data.brreg.no/enhetsregisteret/api/enheter/913975944,,
873357312,LYSEBU KURS- OG KONFERANSESENTER,1995-02-22,False,101.0,971454407,1978-12-24,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,"Drift av hoteller, pensjonater og moteller med restaurant",55.101,Norge,NO,0790,OSLO,['Lysebuveien 12'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/873357312,https://data.brreg.no/enhetsregisteret/api/enheter/971454407,,
817665322,KAFE SØRLI AS,2016-09-03,False,0.0,917506817,2016-09-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0577,OSLO,['Sørligata 40'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/817665322,https://data.brreg.no/enhetsregisteret/api/enheter/917506817,,
928415546,KRYDDERN AS,2021-12-20,False,5.0,928342484,2021-11-14,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av gatekjøkken,56.102,Norge,NO,0667,OSLO,['Nils Hansens vei 15'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/928415546,https://data.brreg.no/enhetsregisteret/api/enheter/928342484,,
917477000,BELADI RESTAURANT AS,2016-07-16,False,8.0,930091189,2016-07-05,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0183,OSLO,"[""Osterhaus' gate 7B""]",OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/917477000,https://data.brreg.no/enhetsregisteret/api/enheter/930091189,,2022-11-20
917605556,MG10,2016-08-23,False,9.0,817534422,2016-08-05,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0190,OSLO,"['Gnr. 230 bnr. 442', 'Mandalls gate 10']",OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/917605556,https://data.brreg.no/enhetsregisteret/api/enheter/817534422,,
914233429,BAMBOO SAGENE AS,2014-09-30,False,12.0,925424285,2014-09-30,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0461,OSLO,['Stockfleths gate 53'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/914233429,https://data.brreg.no/enhetsregisteret/api/enheter/925424285,,2020-01-01
927218666,LILLEAGER AS,2021-06-08,False,24.0,927143836,2021-05-18,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0283,OSLO,['Lilleakerveien 23'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/927218666,https://data.brreg.no/enhetsregisteret/api/enheter/927143836,,
927143313,NEW WINNY KEBAB AS,2021-05-25,False,4.0,876217392,2021-04-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av gatekjøkken,56.102,Norge,NO,0487,OSLO,['Grefsenveien 57'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/927143313,https://data.brreg.no/enhetsregisteret/api/enheter/876217392,,
822871992,PIZZA TIL FOLKET AS,2019-06-11,False,0.0,922859396,2019-05-08,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0356,OSLO,['Vibes gate 11A'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/822871992,https://data.brreg.no/enhetsregisteret/api/enheter/922859396,,
994799932,STORTORVETS GJESTGIVERI AS,2009-11-21,False,107.0,979637195,2009-10-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0159,OSLO,['Grensen 1'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/994799932,https://data.brreg.no/enhetsregisteret/api/enheter/979637195,,
920697186,SARAY TRONDHEIMSVEIEN AS,2018-04-09,False,21.0,920672973,2018-03-15,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0560,OSLO,['Trondheimsveien 10A'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/920697186,https://data.brreg.no/enhetsregisteret/api/enheter/920672973,,
999099858,MAX EGERTORGET,2012-11-05,False,95.0,917808643,2012-10-25,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0159,OSLO,['Karl Johans gate 18C'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/999099858,https://data.brreg.no/enhetsregisteret/api/enheter/917808643,,2017-01-01
885043542,FOREST & BROWN AS,2002-11-07,False,12.0,985026270,2002-10-17,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av puber,56.301,Norge,NO,0257,OSLO,['Niels Juels gate 31'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/885043542,https://data.brreg.no/enhetsregisteret/api/enheter/985026270,,
979975635,NORPORT AS,1998-07-08,False,77.0,979919395,1998-07-07,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,7012,TRONDHEIM,['Kongens gate 30'],TRONDHEIM,5001,https://data.brreg.no/enhetsregisteret/api/underenheter/979975635,https://data.brreg.no/enhetsregisteret/api/enheter/979919395,,
926470167,DUCKPIN OSLO,2021-01-27,False,11.0,916322348,2021-03-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0183,OSLO,['Torggata 28'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/926470167,https://data.brreg.no/enhetsregisteret/api/enheter/916322348,,
916199422,FEHMAB BYGDØY ALLE 12,2015-11-07,False,220.0,916106432,2015-11-05,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Butikkhandel med bakervarer og konditorvarer,47.241,Norge,NO,0262,OSLO,['Bygdøy allé 12'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/916199422,https://data.brreg.no/enhetsregisteret/api/enheter/916106432,,
974081156,CLARION COLLECTION HOTEL GABELHUS,1995-02-22,False,42.0,986169822,1965-12-31,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,"Drift av hoteller, pensjonater og moteller med restaurant",55.101,Norge,NO,0272,OSLO,['Gabels gate 16'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/974081156,https://data.brreg.no/enhetsregisteret/api/enheter/986169822,www.nordicchoicehotels.no,2004-04-15
915090419,BRØD BAKERNE AS AVD BISLETT,2015-03-10,False,1.0,990834490,2015-02-13,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Butikkhandel med bakervarer og konditorvarer,47.241,Norge,NO,0354,OSLO,['Pilestredet 75C'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/915090419,https://data.brreg.no/enhetsregisteret/api/enheter/990834490,,
911989565,PAPRIKA AS,2013-05-27,False,7.0,911953277,2013-10-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av gatekjøkken,56.102,Norge,NO,0184,OSLO,['Lilletorget 1'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/911989565,https://data.brreg.no/enhetsregisteret/api/enheter/911953277,,
923857540,RESTAURANT KRAFT AS,2019-11-21,False,8.0,823832982,2020-01-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0195,OSLO,['Turbinveien 26'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/923857540,https://data.brreg.no/enhetsregisteret/api/enheter/823832982,,
995663899,HAPPY INDIAN TREE AS,2010-06-23,False,8.0,995594609,2010-06-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0876,OSLO,['Kaj Munks vei 41'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/995663899,https://data.brreg.no/enhetsregisteret/api/enheter/995594609,,
981379756,LINCOLN PUB DRIFT AS,1999-12-16,False,5.0,922592616,1999-12-15,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0474,OSLO,['Vogts gate 43'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/981379756,https://data.brreg.no/enhetsregisteret/api/enheter/922592616,,2019-05-01
821149932,MORNING STAR CAFE AS,2018-07-11,False,0.0,921044127,2018-06-25,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0568,OSLO,['Carl Berners plass 2'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/821149932,https://data.brreg.no/enhetsregisteret/api/enheter/921044127,,
995778386,THE THIEF HOTEL AS,2010-07-29,False,152.0,895716782,2010-06-04,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,"Drift av hoteller, pensjonater og moteller med restaurant",55.101,Norge,NO,0252,OSLO,['Landgangen 1'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/995778386,https://data.brreg.no/enhetsregisteret/api/enheter/895716782,www.thethief.com,
925889636,PITSTOP KAFE AS,2020-11-02,False,9.0,825856072,2020-12-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0266,OSLO,['Odins gate 19B'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/925889636,https://data.brreg.no/enhetsregisteret/api/enheter/825856072,,
921847238,LETT SJØLYST,2018-12-08,False,7.0,912762742,2017-02-13,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0278,OSLO,['Karenslyst allé 9'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/921847238,https://data.brreg.no/enhetsregisteret/api/enheter/912762742,,
926039970,GHOST PIZZERIA AS,2020-11-26,False,7.0,927659980,2020-11-25,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Cateringvirksomhet,56.210,Norge,NO,0368,OSLO,['Kirkeveien 51'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/926039970,https://data.brreg.no/enhetsregisteret/api/enheter/927659980,,2021-09-01
